"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 10, 2020","13,750","13,750","13,815","13,640","158.73K","0.33%"
"Aug 07, 2020","13,705","13,645","13,725","13,515","322.90K","0.77%"
"Aug 06, 2020","13,600","13,460","13,620","13,435","414.29K","1.19%"
"Aug 05, 2020","13,440","13,170","13,450","13,170","304.33K","2.21%"
"Aug 04, 2020","13,150","13,090","13,160","13,065","324.32K","0.92%"
"Aug 03, 2020","13,030","12,835","13,055","12,755","1.06M","1.96%"
"Jul 31, 2020","12,780","12,850","12,880","12,770","1.44M","-0.08%"
"Jul 30, 2020","12,790","12,825","12,865","12,725","665.95K","-0.20%"
"Jul 29, 2020","12,815","12,805","12,850","12,720","1.17M","-0.19%"
"Jul 28, 2020","12,840","12,730","12,870","12,715","841.58K","1.50%"
"Jul 27, 2020","12,650","12,525","12,735","12,525","931.33K","0.76%"
"Jul 26, 2020","12,555","12,555","12,555","12,555","-","0.00%"
"Jul 24, 2020","12,555","12,560","12,710","12,460","932.30K","-0.99%"
"Jul 23, 2020","12,680","12,485","12,715","12,440","1.51M","1.48%"
"Jul 22, 2020","12,495","12,390","12,530","12,330","854.30K","0.44%"
"Jul 21, 2020","12,440","12,360","12,525","12,350","801.92K","1.30%"
"Jul 20, 2020","12,280","12,350","12,350","12,205","460.58K","-0.12%"
"Jul 17, 2020","12,295","12,165","12,315","12,140","597.04K","1.28%"
"Jul 16, 2020","12,140","12,260","12,265","12,015","1.05M","-0.98%"
"Jul 15, 2020","12,260","12,290","12,310","12,160","612.39K","0.25%"
"Jul 14, 2020","12,230","12,230","12,325","12,160","669.96K","-0.49%"
"Jul 13, 2020","12,290","12,260","12,305","12,175","637.97K","0.74%"
"Jul 10, 2020","12,200","12,180","12,245","12,045","624.47K","0.16%"
"Jul 09, 2020","12,180","12,145","12,240","12,120","416.66K","0.66%"
"Jul 08, 2020","12,100","12,040","12,110","11,970","542.74K","0.79%"
"Jul 07, 2020","12,005","12,010","12,135","11,935","348.16K","0.29%"
"Jul 06, 2020","11,970","11,880","11,995","11,825","147.34K","0.80%"
"Jul 03, 2020","11,875","11,745","11,890","11,655","1.22M","1.32%"
"Jul 02, 2020","11,720","11,525","11,755","11,525","787.95K","2.09%"
"Jul 01, 2020","11,480","11,755","11,775","11,470","488.88K","-1.88%"
"Jun 30, 2020","11,700","11,755","11,800","11,575","836.32K","0.60%"
"Jun 29, 2020","11,630","11,785","11,870","11,590","875.27K","-2.60%"
"Jun 26, 2020","11,940","11,970","12,005","11,780","1.30M","0.55%"
"Jun 25, 2020","11,875","11,830","12,010","11,815","1.06M","-1.21%"
